Season,Game,Week,Date,Market,Team,Opponent,Possesions,Possesions Against,Goals,2pt Goals,Goals Against,Score,Score Against,Efficiency,D Efficiency,Unassisted Goals,Unassisted Shots,Unassisted Sh. %,Unassisted goals A,Unassisted Shots Against,Unassisted A%,Assisted Goals,Assisted Shots,Assisted Sh. %,Assisted Goals A,Assisted Sh A,Assisted A%,Shots,Shots A,Dodge G,Dodge Sh,Dodge Sh%,Dodge G A,Dodge Sh A,Dodge Sh% A,Two-man G,Two-man Sh,Two-man Sh%,Two-man G A,Two-man Sh A,Two-man Sh% A,Second Assists,Second AOs,Turnovers,AO-to-TO Ratio,PNR Assists,FB Possesion,FB Goals,FB Shots,FB Points,FB Turnovers,FB %,FB Possesion Against,FB Goals Against,FB Shots Against,FB Points Against,FB CTO,Settled Possesion,Settled Goal,Settled Shots,Settled Poss A,Settled Goals agaisnt,Settled Shots Against,Saves,Save %,Devitte,Unique Goal Scorers,Average Shot Distance,Average Assist Distance,TOP (sec),TOP %,Possession %,Result,Possesion Battle,P&W,Margin,Quality Shots,Tough Shots,Shot Quality Ratio,Quality Shots A,Tough Shots A,Shot Quality A Ratio,Shot Quality Margin,Expected Goals
2020,17,,8/4/2020,Utah,Archers,Atlas,34,36,11,0,8,11,9,0.32,0.22,5,16,0.31,3,18,0.17,6,14,0.43,5,14,0.36,30,32,3,10,0.30,5,20,0.25,4,11,0.36,0,3,0.00,2,2,16,0.38,3,6,3,6,3,0,0.50,7,1,8,2,0,26,8,22,26,6,22,10,0.6,1,6,11.11366502,14.27857143,1116,0.39,0.49,W,L,0,2,6,24,4.0,10,22,2.2,1.8,11.0
2020,17,,8/4/2020,Utah,Atlas,Archers,36,34,8,1,11,9,11,0.22,0.32,3,18,0.17,5,16,0.31,5,14,0.36,6,14,0.43,32,30,5,20,0.25,3,10,0.30,0,3,0.00,4,11,0.36,1,3,16,0.31,0,7,1,8,2,0,0.14,6,3,6,3,0,26,6,22,26,8,22,7,0.4,-3,4,10.83960843,13.70714286,1141,0.40,0.51,L,W,0,-2,10,22,2.2,6,24,4.0,-1.8,11.1
2020,18,,8/6/2020,Utah,Chaos,Archers,38,36,13,0,9,13,9,0.34,0.25,7,24,0.29,4,13,0.31,6,15,0.40,5,24,0.21,39,37,8,31,0.26,4,20,0.20,2,4,0.50,0,3,0.00,2,4,16,0.38,0,3,2,3,2,0,0.67,10,1,7,1,4,28,10,35,23,5,24,14,0.6,3,9,9.838877647,12.96666667,1453,0.50,0.51,W,W,1,4,15,24,1.6,15,22,1.5,0.1,13.6
2020,18,,8/6/2020,Utah,Archers,Chaos,36,38,9,0,13,9,13,0.25,0.34,4,13,0.31,7,24,0.29,5,24,0.21,6,15,0.40,37,39,4,20,0.20,8,31,0.26,0,3,0.00,2,4,0.50,4,10,11,0.45,0,10,1,7,1,4,0.10,3,2,3,2,0,23,5,24,28,10,35,11,0.5,3,6,10.4840764,12.81666667,1053,0.37,0.49,L,L,0,-4,15,22,1.5,15,24,1.6,-0.1,11.9
2020,19,,8/6/2020,Utah,Redwoods,Whipsnakes,38,39,12,0,11,12,13,0.32,0.28,6,24,0.25,2,15,0.13,6,12,0.50,9,26,0.35,36,41,6,22,0.27,3,15,0.20,2,6,0.33,2,10,0.20,4,7,13,0.46,1,3,0,2,0,1,0.00,8,2,5,3,3,27,6,25,27,6,29,7,0.4,5,8,8.392269761,11.325,1104,0.38,0.49,L,L,0,-1,16,20,1.3,12,29,2.4,-1.2,13.0
2020,19,,8/6/2020,Utah,Whipsnakes,Redwoods,39,38,11,2,12,13,12,0.28,0.32,2,15,0.13,6,24,0.25,9,26,0.35,6,12,0.50,41,36,3,15,0.20,6,22,0.27,2,10,0.20,2,6,0.33,5,11,15,0.60,2,8,2,5,3,3,0.25,3,0,2,0,1,27,6,29,27,6,25,9,0.4,5,6,11.91023462,13.12692308,1375.6,0.48,0.51,W,W,1,1,12,29,2.4,16,20,1.3,1.2,12.5
2020,20,,8/9/2020,Utah,Whipsnakes,Chaos,40,37,12,0,6,12,6,0.30,0.16,7,24,0.29,3,21,0.14,5,19,0.26,3,16,0.19,43,37,4,26,0.15,1,18,0.06,5,8,0.63,3,8,0.38,2,4,10,0.50,2,7,3,6,3,1,0.43,7,1,7,1,1,30,9,35,26,4,28,12,0.7,7,7,9.725340585,11.3,1245,0.43,0.52,W,W,1,6,18,25,1.4,17,20,1.2,0.2,13.5
2020,20,,8/9/2020,Utah,Chaos,Whipsnakes,37,40,6,0,12,6,12,0.16,0.30,3,21,0.14,7,24,0.29,3,16,0.19,5,19,0.26,37,43,1,18,0.06,4,26,0.15,3,8,0.38,5,8,0.63,2,3,15,0.20,1,7,1,7,1,1,0.14,7,3,6,3,1,26,4,28,30,9,35,12,0.5,-6,5,11.05910186,13.61875,1170,0.41,0.48,L,L,0,-6,17,20,1.2,18,25,1.4,-0.2,12.0
2021,1,1,6/4/2021,Boston,Cannons,Redwoods,36,45,11,0,12,11,12,0.31,0.27,4,13,0.31,4,25,0.16,7,24,0.29,8,21,0.38,37,46,2,13,0.15,6,27,0.22,5,12,0.42,1,5,0.20,3,5,10,0.70,3,9,4,9,4,0,0.44,8,0,7,0,1,23,6,23,28,8,33,17,0.6,8,6,10.14490993,#DIV/0!,1058,,0.44,L,L,0,-1,14,23,1.6,24,22,0.9,0.7,12.5
2021,1,1,6/4/2021,Boston,Redwoods,Cannons,45,36,12,0,11,12,11,0.27,0.31,4,25,0.16,4,13,0.31,8,21,0.38,7,24,0.29,46,37,6,27,0.22,2,13,0.15,1,5,0.20,5,12,0.42,6,8,19,0.42,0,8,0,7,0,1,0.00,9,4,9,4,0,28,8,33,23,6,23,16,0.6,1,6,9.299437451,#DIV/0!,1489,,0.56,W,W,1,1,24,22,0.9,14,23,1.6,-0.7,17.0
2021,2,1,6/5/2021,Boston,Whipsnakes,Chaos,40,31,12,1,7,13,7,0.30,0.23,6,17,0.35,3,9,0.33,6,31,0.19,4,11,0.36,48,20,6,24,0.25,2,9,0.22,2,10,0.20,4,5,0.80,2,15,16,0.38,2,6,4,7,5,0,0.67,6,1,4,1,2,32,8,34,19,6,14,5,0.4,2,8,11.29105961,#DIV/0!,1545,,0.56,W,W,1,6,13,35,2.7,14,6,0.4,2.3,14.8
2021,2,1,6/5/2021,Boston,Chaos,Whipsnakes,31,40,7,0,12,7,13,0.23,0.30,3,9,0.33,6,17,0.35,4,11,0.36,6,31,0.19,20,48,2,9,0.22,6,24,0.25,4,5,0.80,2,10,0.20,1,4,18,0.22,1,6,1,4,1,2,0.17,6,4,7,5,0,19,6,14,32,8,34,15,0.6,-7,4,10.0845001,#DIV/0!,938,,0.44,L,L,0,-6,14,6,0.4,13,35,2.7,-2.3,10.2
2021,3,1,6/5/2021,Boston,Atlas,Archers,37,42,5,1,16,6,18,0.14,0.38,4,23,0.17,7,14,0.50,1,21,0.05,9,20,0.45,44,34,5,32,0.16,4,9,0.44,0,6,0.00,7,17,0.41,0,5,12,0.08,0,7,0,4,0,3,0.00,8,5,7,7,1,29,5,34,29,10,25,6,0.3,-6,4,10.94624402,#DIV/0!,1016,,0.47,L,L,0,-12,15,29,1.9,14,20,1.4,0.5,13.4
2021,3,1,6/5/21,Boston,Archers,Atlas,42,37,16,2,5,18,6,0.38,0.14,7,14,0.50,4,23,0.17,9,20,0.45,1,21,0.05,34,44,4,9,0.44,5,32,0.16,7,17,0.41,0,6,0.00,4,8,19,0.47,3,8,5,7,7,1,0.63,7,0,4,0,3,29,10,25,29,5,34,20,0.8,6,11,9.463772635,#DIV/0!,1289,,0.53,W,W,1,12,14,20,1.4,15,29,1.9,-0.5,15.1
2021,4,1,6/6/21,Boston,Waterdogs,Cannons,36,36,6,1,13,7,13,0.17,0.36,4,15,0.27,10,14,0.71,2,18,0.11,3,8,0.38,33,22,1,12,0.08,7,9,0.78,3,11,0.27,4,7,0.57,1,8,23,0.09,1,12,2,7,3,5,0.17,3,1,4,1,0,20,3,20,29,10,15,6,0.3,-15,4,11.04807725,#DIV/0!,1167,,0.50,L,L,0,-6,17,16,0.9,7,15,2.1,-1.2,13.7
2021,4,1,6/6/21,Boston,Cannons,Waterdogs,36,36,13,0,6,13,7,0.36,0.17,10,14,0.71,4,15,0.27,3,8,0.38,2,18,0.11,22,33,7,9,0.78,1,12,0.08,4,7,0.57,3,11,0.27,0,1,23,0.13,2,3,1,4,1,0,0.33,12,2,7,3,5,29,10,15,20,3,20,8,0.6,-7,6,9.347783187,#DIV/0!,1237,,0.50,W,L,0,6,7,15,2.1,17,16,0.9,1.2,10.8
2021,5,1,6/6/2021,Boston,Redwoods,Chrome,37,37,13,1,11,14,11,0.35,0.30,6,17,0.35,3,15,0.20,7,17,0.41,8,22,0.36,34,37,8,18,0.44,4,21,0.19,4,10,0.40,3,8,0.38,2,3,18,0.39,3,9,0,4,0,5,0.00,7,3,5,3,2,27,12,26,27,7,29,15,0.6,2,6,8.924085199,#DIV/0!,,,0.50,W,L,0,3,15,19,1.3,14,23,1.6,-0.4,14.7
2021,5,1,6/6/2021,Boston,Chrome,Redwoods,37,37,11,0,13,11,14,0.30,0.35,3,15,0.20,6,17,0.35,8,22,0.36,7,17,0.41,37,34,4,21,0.19,8,18,0.44,3,8,0.38,4,10,0.40,1,9,14,0.57,2,7,3,5,3,2,0.43,9,0,4,0,5,27,7,29,27,12,26,7,0.4,5,8,9.470001016,#DIV/0!,,,0.50,L,L,0,-3,14,23,1.6,15,19,1.3,0.4,12.9
2021,6,2,6/11/2021,Atlanta,Chaos,Waterdogs,39,42,9,3,12,12,14,0.23,0.29,5,15,0.33,8,19,0.42,4,13,0.31,4,22,0.18,28,41,2,9,0.22,2,16,0.13,3,11,0.27,7,17,0.41,1,4,21,0.19,1,9,4,6,6,3,0.44,5,0,3,0,2,25,4,17,30,10,35,13,0.5,-8,6,11.10261519,#DIV/0!,,,0.48,L,L,0,-2,9,19,2.1,11,30,2.7,-0.6,11.8
2021,6,2,6/11/2021,Atlanta,Waterdogs,Chaos,42,39,12,2,9,14,12,0.29,0.23,8,19,0.42,5,15,0.33,4,22,0.18,4,13,0.31,41,28,2,16,0.13,2,9,0.22,7,17,0.41,3,11,0.27,2,4,18,0.22,2,5,0,3,0,2,0.00,9,4,6,6,3,30,10,35,25,4,17,7,0.4,-2,5,11.37587724,#DIV/0!,1494,,0.52,W,W,1,2,11,30,2.7,9,19,2.1,0.6,12.5
2021,7,2,6/12/2021,Atlanta,Cannons,Whipsnakes,41,46,13,1,14,14,15,0.32,0.30,9,28,0.32,8,27,0.30,4,20,0.20,6,20,0.30,48,47,4,23,0.17,4,23,0.17,4,12,0.33,3,7,0.43,3,6,12,0.33,0,8,2,7,2,2,0.25,10,4,9,4,1,27,9,35,29,7,32,17,0.5,5,6,10.84085695,#DIV/0!,1342,,0.47,L,L,0,-1,15,33,2.2,16,31,1.9,0.3,13.8
2021,7,2,6/12/2021,Atlanta,Whipsnakes,Cannons,46,41,14,1,13,15,14,0.30,0.32,8,27,0.30,9,28,0.32,6,20,0.30,4,20,0.20,47,48,4,23,0.17,4,23,0.17,3,7,0.43,4,12,0.33,1,5,18,0.33,1,10,4,9,4,1,0.40,8,2,7,2,2,29,7,32,27,9,35,13,0.5,2,7,10.62406255,#DIV/0!,1554,,0.53,W,W,1,1,16,31,1.9,15,33,2.2,-0.3,15.7
2021,8,2,6/12/21,Atlanta,Atlas,Redwoods,39,39,11,1,9,12,9,0.28,0.23,3,18,0.17,5,19,0.26,8,20,0.40,4,15,0.27,38,34,5,21,0.24,7,19,0.37,2,5,0.40,0,3,0.00,2,5,16,0.50,2,9,3,7,3,2,0.33,7,2,7,2,0,29,8,25,21,6,22,17,0.7,3,5,11.4127958,#DIV/0!,1386,,0.50,W,L,0,3,7,31,4.4,13,21,1.6,2.8,11.5
2021,8,2,6/12/21,Atlanta,Redwoods,Atlas,39,39,9,0,11,9,12,0.23,0.28,5,19,0.26,3,18,0.17,4,15,0.27,8,20,0.40,34,38,7,19,0.37,5,21,0.24,0,3,0.00,2,5,0.40,0,1,14,0.29,0,7,2,7,2,0,0.29,9,3,7,3,2,21,6,22,29,8,25,15,0.6,-1,7,9.882412126,#DIV/0!,1108,,0.50,L,L,0,-3,13,21,1.6,7,31,4.4,-2.8,13.3
2021,9,2,6/13/21,Atlanta,Waterdogs,Chrome,41,36,13,1,8,14,9,0.32,0.22,5,24,0.21,3,13,0.23,8,19,0.42,5,16,0.31,43,29,5,19,0.26,4,16,0.25,6,13,0.46,1,5,0.20,3,6,12,0.67,3,6,1,4,2,2,0.17,8,1,6,2,2,30,11,32,23,6,22,9,0.5,9,6,12.63398959,#DIV/0!,1405,,0.53,W,W,1,5,9,34,3.8,11,18,1.6,2.1,12.1
2021,9,2,6/13/2021,Atlanta,Chrome,Waterdogs,36,41,8,1,13,9,14,0.22,0.32,3,13,0.23,5,24,0.21,5,16,0.31,8,19,0.42,29,43,4,16,0.25,5,19,0.26,1,5,0.20,6,13,0.46,1,4,20,0.25,0,8,1,6,2,2,0.13,6,1,4,2,2,23,6,22,30,11,32,9,0.4,-7,6,10.64377655,#DIV/0!,,,0.47,L,L,0,-5,11,18,1.6,9,34,3.8,-2.1,12.0
2021,10,2,6/13/2021,Atlanta,Chaos,Archers,32,40,6,2,12,8,12,0.19,0.30,2,12,0.17,4,23,0.17,4,19,0.21,8,30,0.27,31,53,1,14,0.07,2,19,0.11,2,7,0.29,5,19,0.26,2,8,14,0.29,2,7,2,6,4,2,0.29,8,2,6,2,2,20,3,23,29,7,39,18,0.6,-4,4,12.40967439,#DIV/0!,,,0.44,L,L,0,-4,7,24,3.4,18,35,1.9,1.5,10.2
2021,10,2,6/13/2021,Atlanta,Archers,Chaos,40,32,12,0,6,12,8,0.30,0.19,4,23,0.17,2,12,0.17,8,30,0.27,4,19,0.21,53,31,2,19,0.11,1,14,0.07,5,19,0.26,2,7,0.29,3,12,15,0.53,3,8,2,6,2,2,0.25,7,2,6,4,2,29,7,39,20,3,23,9,0.6,5,6,9.946726443,#DIV/0!,1418,,0.56,W,W,1,4,18,35,1.9,7,24,3.4,-1.5,16.3
2021,11,3,6/25/2021,Baltimore,Whipsnakes,Atlas,42,41,11,1,10,12,11,0.26,0.24,5,23,0.22,6,21,0.29,6,17,0.35,4,17,0.24,40,38,3,19,0.16,3,18,0.17,3,11,0.27,3,9,0.33,4,8,19,0.32,1,5,4,4,5,1,0.80,9,2,9,2,2,29,5,30,25,7,27,12,0.5,-2,8,9.857731991,#DIV/0!,1330,,0.51,W,W,1,1,14,26,1.9,14,24,1.7,0.1,15.4
2021,11,3,6/25/2021,Baltimore,Atlas,Whipsnakes,41,42,10,1,11,11,12,0.24,0.26,6,21,0.29,5,23,0.22,4,17,0.24,6,17,0.35,38,40,3,18,0.17,3,19,0.16,3,9,0.33,3,11,0.27,0,4,18,0.22,2,9,2,9,2,2,0.22,5,4,4,5,1,25,7,27,29,5,30,14,0.6,-4,4,9.2526325,#DIV/0!,1345,,0.49,L,L,0,-1,14,24,1.7,14,26,1.9,-0.1,13.8
2021,12,3,6/26/21,Baltimore,Redwoods,Chaos,35,31,9,0,10,9,11,0.26,0.32,6,27,0.22,1,9,0.11,3,10,0.30,9,25,0.36,37,34,6,24,0.25,3,14,0.21,3,10,0.30,5,9,0.56,1,2,14,0.21,1,2,0,2,0,0,0.00,6,1,6,1,0,34,9,34,23,9,21,10,0.5,-2,7,9.381096522,#DIV/0!,1448,,0.53,L,W,0,-2,6,31,5.2,9,25,2.8,2.4,11.5
2021,12,3,6/26/21,Baltimore,Chaos,Redwoods,31,35,10,1,9,11,9,0.32,0.26,1,9,0.11,6,27,0.22,9,25,0.36,3,10,0.30,34,37,3,14,0.21,6,24,0.25,5,9,0.56,3,10,0.30,2,7,10,0.90,5,6,1,6,1,0,0.17,2,0,2,0,0,23,9,21,34,9,34,13,0.6,9,7,10.55629682,#DIV/0!,1106,,0.47,W,L,0,2,9,25,2.8,6,31,5.2,-2.4,10.7
2021,13,3,6/26/21,Baltimore,Waterdogs,Archers,34,38,8,0,15,8,17,0.24,0.39,5,15,0.33,3,15,0.20,3,15,0.20,12,27,0.44,30,42,4,12,0.33,5,19,0.26,1,8,0.13,3,9,0.33,1,5,18,0.17,0,8,2,7,2,1,0.25,8,3,7,5,1,24,5,19,26,10,29,12,0.4,-7,6,11.61541538,#DIV/0!,975,,0.47,L,L,0,-9,9,21,2.3,18,24,1.3,1.0,11.7
2021,13,3,6/26/2021,Baltimore,Archers,Waterdogs,38,34,15,2,8,17,8,0.39,0.24,3,15,0.20,5,15,0.33,12,27,0.44,3,15,0.20,42,30,5,19,0.26,4,12,0.33,3,9,0.33,1,8,0.13,3,9,17,0.71,3,8,3,7,5,1,0.38,8,2,7,2,1,26,10,29,24,5,19,8,0.5,10,9,11.27163337,#DIV/0!,,,0.53,W,W,1,9,18,24,1.3,9,21,2.3,-1.0,15.7
2021,14,3,6/27/2021,Baltimore,Cannons,Atlas,43,49,16,1,18,17,18,0.37,0.37,8,16,0.50,10,26,0.39,8,14,0.57,8,25,0.32,30,51,5,13,0.38,5,22,0.23,4,5,0.80,7,15,0.47,4,6,19,0.42,3,7,3,7,3,0,0.43,13,6,12,6,1,31,12,21,31,11,37,16,0.5,5,6,9.552229364,#DIV/0!,,,0.47,L,L,0,-1,16,14,0.9,20,31,1.6,-0.7,14.0
2021,14,3,6/27/2021,Baltimore,Atlas,Cannons,49,43,18,0,16,18,17,0.37,0.37,10,26,0.39,8,16,0.50,8,25,0.32,8,14,0.57,51,30,5,22,0.23,5,13,0.38,7,15,0.47,4,5,0.80,3,6,16,0.50,4,13,6,12,6,1,0.46,7,3,7,3,0,31,11,37,31,12,21,5,0.2,10,10,10.20945555,#DIV/0!,1518,,0.53,W,W,1,1,20,31,1.6,16,14,0.9,0.7,16.3
2021,15,3,6/27/2021,Baltimore,Whipsnakes,Chrome,33,38,6,0,14,6,16,0.18,0.37,3,31,0.10,5,18,0.28,3,15,0.20,9,24,0.38,46,42,3,17,0.18,7,24,0.29,1,17,0.06,3,10,0.30,1,6,11,0.27,0,11,2,8,2,3,0.18,7,3,5,3,2,20,4,31,31,10,31,14,0.5,-2,3,12.65104649,#DIV/0!,1128,,0.46,L,L,0,-10,13,33,2.5,11,31,2.8,-0.3,13.2
2021,15,3,6/27/2021,Baltimore,Chrome,Whipsnakes,38,33,14,2,6,16,6,0.37,0.18,5,18,0.28,3,31,0.10,9,24,0.38,3,15,0.20,42,46,7,24,0.29,3,17,0.18,3,10,0.30,1,17,0.06,4,11,13,0.69,1,7,3,5,3,2,0.43,11,2,8,2,3,31,10,31,20,4,31,20,0.8,10,7,9.7410586,#DIV/0!,1445,,0.54,W,W,1,10,11,31,2.8,13,33,2.5,0.3,13.1
2021,16,4,7/2/2021,Long Island,Chrome,Archers,33,30,8,0,7,8,7,0.24,0.23,5,21,0.24,2,25,0.08,3,12,0.25,5,15,0.33,33,40,7,26,0.27,3,21,0.14,0,2,0.00,0,7,0.00,1,3,17,0.18,0,3,1,3,1,0,0.33,8,1,8,1,0,27,7,30,23,3,28,15,0.7,-6,4,9.444205683,#DIV/0!,1357,,0.52,W,W,1,1,13,20,1.5,18,22,1.2,0.3,11.9
2021,16,4,7/2/21,Long Island,Archers,Chrome,30,33,7,0,8,7,8,0.23,0.24,2,25,0.08,5,21,0.24,5,15,0.33,3,12,0.25,40,33,3,21,0.14,7,26,0.27,0,7,0.00,0,2,0.00,2,6,8,0.63,0,8,1,8,1,0,0.13,3,1,3,1,0,23,3,28,27,7,30,13,0.6,4,5,8.333018154,#DIV/0!,1143,,0.48,L,L,0,-1,18,22,1.2,13,20,1.5,-0.3,14.1
2021,17,4,7/3/21,Long Island,Waterdogs,Redwoods,33,40,15,1,17,16,19,0.45,0.43,4,19,0.21,6,18,0.33,11,29,0.38,11,22,0.50,48,40,6,19,0.32,10,22,0.45,3,9,0.33,3,6,0.50,2,8,9,1.22,3,6,3,5,4,1,0.50,7,1,4,1,3,20,9,31,26,14,31,9,0.3,17,6,10.92769689,#DIV/0!,981,,0.45,L,L,0,-3,17,31,1.8,9,31,3.4,-1.6,14.4
2021,17,4,7/3/2021,Long Island,Redwoods,Waterdogs,40,33,17,2,15,19,16,0.43,0.45,6,18,0.33,4,19,0.21,11,22,0.50,11,29,0.38,40,48,10,22,0.45,6,19,0.32,3,6,0.50,3,9,0.33,3,5,15,0.73,3,7,1,4,1,3,0.14,6,3,5,4,1,26,14,31,20,9,31,11,0.4,13,7,10.51893254,#DIV/0!,,,0.55,W,W,1,3,9,31,3.4,17,31,1.8,1.6,14.3
2021,18,4,7/3/2021,Long Island,Chaos,Cannons,45,37,14,0,9,14,10,0.31,0.24,4,14,0.29,4,13,0.31,10,22,0.45,5,22,0.23,36,35,3,10,0.30,4,18,0.22,5,8,0.63,2,6,0.33,3,8,22,0.45,4,13,4,11,4,3,0.31,5,1,3,2,2,28,9,21,27,7,27,17,0.7,2,7,10.37435971,#DIV/0!,,,0.55,W,W,1,4,20,16,0.8,13,22,1.7,-0.9,16.3
2021,18,4,7/3/2021,Long Island,Cannons,Chaos,37,45,9,1,14,10,14,0.24,0.31,4,13,0.31,4,14,0.29,5,22,0.23,10,22,0.45,35,36,4,18,0.22,3,10,0.30,2,6,0.33,5,8,0.63,1,7,12,0.42,1,5,1,3,2,2,0.20,13,4,11,4,3,27,7,27,28,9,21,12,0.5,2,6,10.2751691,#DIV/0!,1035,,0.45,L,L,0,-4,13,22,1.7,20,16,0.8,0.9,11.7
2021,19,4,7/4/2021,Long Island,Atlas,Chrome,40,35,13,3,10,16,10,0.33,0.29,6,22,0.27,4,15,0.27,7,13,0.54,6,19,0.32,35,34,9,21,0.43,6,19,0.32,0,5,0.00,0,4,0.00,3,4,16,0.44,0,7,3,6,5,1,0.43,7,2,6,2,1,29,9,27,27,6,22,12,0.5,4,7,11.22204218,#DIV/0!,1398,,0.53,W,W,1,6,9,26,2.9,10,24,2.4,0.5,12.2
2021,19,4,7/4/21,Long Island,Chrome,Atlas,35,40,10,0,13,10,16,0.29,0.33,4,15,0.27,6,22,0.27,6,19,0.32,7,13,0.54,34,35,6,19,0.32,9,21,0.43,0,4,0.00,0,5,0.00,1,7,15,0.40,0,7,2,6,2,1,0.29,7,3,6,5,1,27,6,22,29,9,27,7,0.4,1,7,11.5857321,#DIV/0!,1003,,0.47,L,L,0,-6,10,24,2.4,9,26,2.9,-0.5,11.1
2021,20,4,7/4/21,Long Island,Whipsnakes,Archers,41,35,14,1,14,15,14,0.34,0.40,5,21,0.24,6,18,0.33,9,31,0.29,8,10,0.80,52,28,7,24,0.29,5,13,0.38,3,14,0.21,6,10,0.60,7,13,13,0.69,1,10,1,9,1,1,0.10,6,1,2,1,4,29,10,36,25,10,22,4,0.2,10,6,10.66007136,#DIV/0!,1601,,0.54,W,W,1,1,19,33,1.7,12,16,1.3,0.4,17.4
2021,20,4,7/4/21,Long Island,Archers,Whipsnakes,35,41,14,0,14,14,15,0.40,0.34,6,18,0.33,5,21,0.24,8,10,0.80,9,31,0.29,28,52,5,13,0.38,7,24,0.29,6,10,0.60,3,14,0.21,1,1,16,0.50,5,6,1,2,1,4,0.17,10,1,9,1,1,25,10,22,29,10,36,11,0.4,6,8,9.3909757,#DIV/0!,1150,,0.46,L,L,0,-1,12,16,1.3,19,33,1.7,-0.4,10.7
2021,21,5,7/9/21,Minnesota,Waterdogs,Cannons,45,33,18,1,7,19,7,0.40,0.21,9,26,0.35,3,17,0.18,9,24,0.38,4,11,0.36,50,28,5,23,0.22,3,17,0.18,7,10,0.70,2,4,0.50,4,11,17,0.53,2,10,3,8,4,2,0.30,7,2,6,2,1,32,11,32,22,4,18,9,0.6,10,10,10.20142115,#DIV/0!,1578,,0.58,W,W,1,12,21,29,1.4,8,20,2.5,-1.1,16.2
2021,21,5,7/9/2021,Minnesota,Cannons,Waterdogs,33,45,7,0,18,7,19,0.21,0.40,3,17,0.18,9,26,0.35,4,11,0.36,9,24,0.38,28,50,3,17,0.18,5,23,0.22,2,4,0.50,7,10,0.70,2,4,16,0.25,1,7,2,6,2,1,0.29,10,3,8,4,2,22,4,18,32,11,32,12,0.4,-5,4,9.696344831,#DIV/0!,,,0.42,L,L,0,-12,8,20,2.5,21,29,1.4,1.1,11.7
2021,22,5,7/10/2021,Minnesota,Whipsnakes,Redwoods,31,33,7,0,13,7,13,0.23,0.39,3,22,0.14,8,25,0.32,4,24,0.17,5,17,0.29,46,42,4,26,0.15,8,22,0.36,1,6,0.17,4,14,0.29,1,9,10,0.40,1,3,0,4,0,0,0.00,2,0,2,0,0,25,5,32,28,12,35,6,0.3,1,4,9.658443717,#DIV/0!,,,0.48,L,L,0,-6,13,33,2.5,11,31,2.8,-0.3,13.9
2021,22,5,7/10/2021,Minnesota,Redwoods,Whipsnakes,33,31,13,0,7,13,7,0.39,0.23,8,25,0.32,3,22,0.14,5,17,0.29,4,24,0.17,42,46,8,22,0.36,4,26,0.15,4,14,0.29,1,6,0.17,1,3,13,0.38,1,2,0,2,0,0,0.00,3,0,4,0,0,28,12,35,25,5,32,12,0.6,5,6,8.4962555,#DIV/0!,1513,,0.52,W,W,1,6,11,31,2.8,13,33,2.5,0.3,13.4
2021,23,5,7/10/2021,Minnesota,Chaos,Atlas,36,43,9,1,15,10,16,0.25,0.35,4,16,0.25,8,22,0.36,5,13,0.38,7,25,0.28,29,47,2,10,0.20,5,19,0.26,4,12,0.33,8,20,0.40,1,1,14,0.36,1,8,2,5,3,3,0.25,6,1,5,1,1,21,5,19,32,11,36,14,0.5,0,6,10.65455612,#DIV/0!,1048,,0.46,L,L,0,-6,6,23,3.8,13,34,2.6,1.2,10.5
2021,23,5,7/10/2021,Minnesota,Atlas,Chaos,43,36,15,1,9,16,10,0.35,0.25,8,22,0.36,4,16,0.25,7,25,0.28,5,13,0.38,47,29,5,19,0.26,2,10,0.20,8,20,0.40,4,12,0.33,1,7,13,0.54,4,6,1,5,1,1,0.17,8,2,5,3,3,32,11,36,21,5,19,9,0.5,9,8,9.257393084,#DIV/0!,#N/A,,0.54,W,W,1,6,13,34,2.6,6,23,3.8,-1.2,13.6
2021,24,5,7/11/2021,Minnesota,Chrome,Waterdogs,32,39,6,0,12,6,12,0.19,0.31,4,17,0.24,7,26,0.27,2,14,0.14,5,19,0.26,31,45,3,18,0.17,6,16,0.38,1,6,0.17,2,8,0.25,0,3,19,0.11,1,9,1,6,1,3,0.11,11,4,12,4,1,22,4,23,25,8,25,13,0.5,-11,3,10.12745265,#DIV/0!,894,,0.45,L,L,0,-6,11,20,1.8,21,24,1.1,0.7,12.1
2021,24,5,7/11/21,Minnesota,Waterdogs,Chrome,39,32,12,0,6,12,6,0.31,0.19,7,26,0.27,4,17,0.24,5,19,0.26,2,14,0.14,45,31,6,16,0.38,3,18,0.17,2,8,0.25,1,6,0.17,1,5,15,0.33,0,11,4,12,4,1,0.36,9,1,6,1,3,25,8,25,22,4,23,6,0.5,2,8,9.372948107,#DIV/0!,1399,,0.55,W,W,1,6,21,24,1.1,11,20,1.8,-0.7,16.0
2021,25,5,7/11/21,Minnesota,Cannons,Archers,40,36,13,0,12,13,12,0.33,0.33,5,19,0.26,5,22,0.23,8,25,0.32,7,24,0.29,44,46,5,23,0.22,3,16,0.19,8,11,0.73,6,13,0.46,1,8,12,0.67,3,7,0,8,0,0,0.00,9,2,9,2,0,30,12,32,22,8,28,13,0.5,9,5,9.342726436,#DIV/0!,1594,,0.53,W,W,1,1,18,26,1.4,11,35,3.2,-1.7,15.5
