Season,game Number,Week,Player,Team,Opposing Team,Position,goals,uaGoals,uaShots,uaS%,assistedGoals,assistedShots,assistedS%,% of Shots Assisted,shots,settledGoals,settledShots,settledSh%,fbGoals,subGoals,ppGoals,assists,assistOpportunities,dodgeAssists,pnrAssists,settledAssists,fbAssists,ppAssists,sh%Created,AO-to-SH Ratio,secondAssists,secondAo,sog,offShots,blockedShots,messyShots,pipeShots,shotClockResets,cleanSaveShots,shotTurnovers,turnovers,TO + Shot TO,AO-to-TO Ratio,rhGoals,rhShots,rhS%,lhGoals,lhShots,lhSh%,doorstepGoals,holeGoals,lpGoals,lwGoals,mGoals,rwGoals,rpGoals,twoPointGoals,doorstepShots,holeShots,lpShots,lwShots,mShots,rwShots,rpShots,twoPointShots,xg,playerId,teamId
2019,36,13,Joel Tinney,Atlas,Archers,M,0,0,0,0.00%,0,1,0.00%,100.00%,1,0,1,0%,0,0,0,3,8,1,1,2,1,0,37.50%,8.00,0,1,1,0,0,1,0,1,0,0,1,1,8.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,000237,CHR
2019,36,13,Ian Mackay,Archers,Atlas,M,0,0,2,0.00%,0,1,0.00%,33.33%,3,0,3,0%,0,0,0,0,1,0,0,0,0,0,0.00%,0.33,0,0,2,1,0,1,1,1,0,1,1,2,1.00,0,0,0.00%,0,2,0.00%,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.9,000211,RED
2019,36,13,Andrew Hodgson,Atlas,Archers,M,1,0,0,0.00%,1,4,25.00%,100.00%,4,1,2,50%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,1,2,0,0,2,0,1,1,1,2,0.00,1,2,50.00%,0,1,0.00%,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1.2,000228,CHR
2019,36,13,Chris Cloutier,Atlas,Archers,A,1,0,1,0.00%,1,4,25.00%,80.00%,5,0,3,0%,1,0,0,0,2,0,0,0,0,0,0.00%,0.40,0,1,1,2,0,0,2,0,2,2,1,3,2.00,0,1,0.00%,1,4,25.00%,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1.8,000231,CHR
2019,36,13,Ryan Ambler,Archers,Atlas,M,1,0,3,0.00%,1,3,33.33%,50.00%,6,0,3,0%,1,0,0,3,8,3,0,3,0,0,37.50%,1.33,1,1,4,1,0,3,1,1,1,3,2,5,4.00,0,0,0.00%,1,5,20.00%,0,0,0,0,0,0,1,0,0,0,1,1,2,0,2,0,2.1,000221,RED
2019,36,13,Mike Simon,Archers,Atlas,LSM,2,2,2,100.00%,0,0,0.00%,0.00%,2,0,0,0%,2,0,0,0,1,0,0,0,0,0,0.00%,0.50,0,0,2,0,0,0,0,0,0,0,0,0,0.00,2,2,100.00%,0,0,0.00%,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.5,000243,RED
2019,36,13,Mark Mcneill,Archers,Atlas,M,0,0,2,0.00%,0,0,0.00%,0.00%,2,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,2,0,0,2,0,0,1,0,1,0.00,0,2,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.4,000217,RED
2019,36,13,Scott Ratliff,Archers,Atlas,D,1,0,0,0.00%,1,1,100.00%,100.00%,1,0,0,0%,0,1,0,2,3,0,0,0,2,0,66.67%,3.00,1,2,1,0,0,0,0,0,0,0,1,1,3.00,1,1,100.00%,0,0,0.00%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.5,000223,RED
2019,36,13,John Crawley,Atlas,Archers,M,1,1,1,100.00%,0,0,0.00%,0.00%,1,1,1,100%,0,0,0,1,1,0,1,1,0,0,100.00%,1.00,0,0,1,0,0,0,0,0,0,0,1,1,1.00,0,0,0.00%,1,1,100.00%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3,000238,CHR
2019,36,13,Brent Noseworthy,Atlas,Archers,,1,0,0,0.00%,1,2,50.00%,100.00%,2,1,2,50%,0,0,0,0,1,0,0,0,0,0,0.00%,0.50,0,0,2,0,0,0,0,0,0,1,1,2,1.00,0,0,0.00%,1,2,50.00%,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.1,000389,CHR
2019,36,13,Jake Richard,Atlas,Archers,M,0,0,1,0.00%,0,0,0.00%,0.00%,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,1,0,0,1,0,0,0,1,1,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4,000235,CHR
2019,36,13,Brendan Fowler,Archers,Atlas,FO,0,0,1,0.00%,0,0,0.00%,0.00%,1,0,0,0%,0,0,0,1,1,0,0,0,1,0,100.00%,1.00,0,0,0,1,0,0,1,0,0,0,0,0,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4,000383,RED
2019,36,13,Jack Concannon,Atlas,Archers,G,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,1,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,0,0,1,1,1.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,000241,CHR
2019,36,13,Scott Rodgers,Atlas,Archers,G,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,000248,CHR
2019,36,13,James Pannell,Atlas,Archers,A,0,0,0,0.00%,0,2,0.00%,100.00%,2,0,1,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,2,0,0,1,0,1,0,1,1,2,0.00,0,2,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9,000236,CHR
2019,37,13,Connor Kelly,Whipsnakes,Redwoods,M,1,0,4,0.00%,1,2,50.00%,33.33%,6,1,5,20%,0,0,0,1,1,0,1,1,0,0,100.00%,0.17,0,1,2,2,0,1,2,1,2,2,1,3,1.00,0,4,0.00%,1,2,50.00%,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,1,1.2,000339,ATL
2019,37,13,Drew Snider,Whipsnakes,Redwoods,M,1,0,1,0.00%,1,2,50.00%,66.67%,3,1,1,100%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,2,0,0,0,0,1,1,1,2,3,0.00,1,3,33.33%,0,0,0.00%,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1.3,000341,ATL
2019,37,13,Matt Kavanagh,Redwoods,Whipsnakes,A,2,1,2,50.00%,1,2,50.00%,50.00%,4,0,1,0%,1,1,0,2,4,1,0,2,0,0,50.00%,1.00,0,1,3,0,1,1,0,0,0,1,4,5,1.00,0,0,0.00%,2,4,50.00%,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2.3,000327,CHA
2019,37,13,Sergio Salcido,Redwoods,Whipsnakes,M,0,0,4,0.00%,0,1,0.00%,20.00%,5,0,5,0%,0,0,0,0,2,0,0,0,0,0,0.00%,0.40,0,0,1,3,0,0,3,0,1,3,1,4,2.00,0,2,0.00%,0,3,0.00%,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0.9,000334,CHA
2019,37,13,Jake Bernhardt,Whipsnakes,Redwoods,M,0,0,1,0.00%,0,0,0.00%,0.00%,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,1,0,0,1,0,0,0,1,1,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6,000345,ATL
2019,37,13,Matt Rambo,Whipsnakes,Redwoods,A,3,3,7,42.86%,0,1,0.00%,12.50%,8,2,5,40%,0,1,0,3,6,0,3,3,0,0,50.00%,0.75,0,0,5,1,1,2,1,1,1,3,2,5,3.00,1,1,100.00%,2,7,28.57%,0,0,0,0,1,2,0,0,1,1,1,0,1,3,1,0,2.2,000354,ATL
2019,37,13,Mike Chanenchuk,Whipsnakes,Redwoods,M,1,0,3,0.00%,1,1,100.00%,25.00%,4,1,4,25%,0,0,0,1,2,1,0,1,0,0,50.00%,0.50,0,0,1,2,0,0,2,0,1,1,3,4,0.67,1,4,25.00%,0,0,0.00%,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1.2,000357,ATL
2019,37,13,Ryan Drenner,Whipsnakes,Redwoods,A,0,0,0,0.00%,0,1,0.00%,100.00%,1,0,0,0%,0,0,0,0,1,0,0,0,0,0,0.00%,1.00,0,0,1,0,0,0,0,0,0,1,2,3,0.50,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,000358,ATL
2019,37,13,Kyle Harrison,Redwoods,Whipsnakes,#VALUE!,0,0,1,0.00%,0,1,0.00%,50.00%,2,0,2,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,1,1,1,0,1,1,0,0,2,1,3,0.00,0,2,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6,000324,CHA
2019,37,13,Matthew Dunn,Whipsnakes,Redwoods,D,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,000355,ATL
2019,37,13,Brent Adams,Redwoods,Whipsnakes,M,1,1,2,50.00%,0,1,0.00%,33.33%,3,1,3,33%,0,0,0,2,2,0,1,1,1,0,100.00%,0.67,1,1,1,1,0,0,1,0,1,1,1,2,2.00,1,3,33.33%,0,0,0.00%,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0.8,000310,CHA
2019,37,13,Ryder Garnsey,Redwoods,Whipsnakes,A,2,0,0,0.00%,2,5,40.00%,100.00%,5,2,3,67%,0,0,0,1,3,0,0,0,1,0,33.33%,0.60,0,0,5,0,0,3,0,3,0,0,3,3,1.00,0,0,0.00%,2,5,40.00%,0,1,1,0,0,0,0,0,0,1,2,0,0,1,1,0,2.3,000373,CHA
2019,37,13,Jules Heningburg,Redwoods,Whipsnakes,A,0,0,3,0.00%,0,0,0.00%,0.00%,3,0,3,0%,0,0,0,0,1,0,0,0,0,0,0.00%,0.33,0,0,2,1,0,1,1,0,0,2,2,4,0.50,0,0,0.00%,0,2,0.00%,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.0,000351,CHA
2019,37,13,Joe Locascio,Whipsnakes,Redwoods,M,1,0,3,0.00%,1,2,50.00%,40.00%,5,1,5,20%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,3,2,0,1,2,1,0,2,0,2,0.00,1,4,25.00%,0,1,0.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0.5,000349,ATL
2019,37,13,Tim Troutner,Redwoods,Whipsnakes,G,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,000370,CHA
2019,37,13,Sergio Perkovic,Redwoods,Whipsnakes,M,1,0,2,0.00%,1,1,100.00%,33.33%,3,0,2,0%,0,1,0,0,0,0,0,0,0,0,0.00%,0.00,0,1,2,1,0,1,1,1,0,0,1,1,0.00,1,2,50.00%,0,1,0.00%,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.5,000333,CHA
2019,37,13,Ben Reeves,Whipsnakes,Redwoods,A,0,0,1,0.00%,0,0,0.00%,0.00%,1,0,1,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,1,0,0,1,0,0,0,2,2,0.00,0,0,0.00%,0,1,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,000335,ATL
2019,37,13,Jack Near,Redwoods,Whipsnakes,M,1,1,1,100.00%,0,1,0.00%,50.00%,2,0,0,0%,0,1,0,1,2,1,0,0,0,0,50.00%,1.00,0,0,2,0,0,1,0,1,0,0,0,0,0.00,0,0,0.00%,1,2,50.00%,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.7,000319,CHA
2019,37,13,John Haus,Whipsnakes,Redwoods,M,3,2,3,66.67%,1,3,33.33%,50.00%,6,3,6,50%,0,0,0,1,1,1,0,1,0,0,100.00%,0.17,0,0,5,0,0,2,0,1,1,2,0,2,0.00,3,6,50.00%,0,0,0.00%,0,0,0,1,0,1,1,0,1,0,1,1,0,2,1,0,1.5,000372,ATL
2019,37,13,Michael Ehrhardt,Whipsnakes,Redwoods,LSM,0,0,0,0.00%,0,1,0.00%,100.00%,1,0,0,0%,0,0,0,0,2,0,0,0,0,0,0.00%,2.00,0,0,0,1,0,0,1,0,0,0,0,0,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,000356,ATL
2019,37,13,Jay Carlson,Whipsnakes,Redwoods,A,1,0,0,0.00%,1,1,100.00%,100.00%,1,1,1,100%,0,0,0,0,1,0,0,0,0,0,0.00%,1.00,0,0,1,0,0,0,0,0,0,0,1,1,1.00,1,1,100.00%,0,0,0.00%,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9,000346,ATL
2019,37,13,Joe Nardella,Whipsnakes,Redwoods,FO,0,0,1,0.00%,0,0,0.00%,0.00%,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,1,0,1,0,0,1,0,0,0,0,0,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,000350,ATL
2019,37,13,Patrick Harbeson,Redwoods,Whipsnakes,SSDM,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,1,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,0,0,1,1,1.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,000331,CHA
2019,37,13,Wes Berg,Redwoods,Whipsnakes,A,2,1,1,100.00%,1,7,14.29%,87.50%,8,1,4,25%,1,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,5,1,0,3,1,1,2,4,0,4,0.00,2,8,25.00%,0,0,0.00%,1,1,0,0,0,0,0,0,2,2,2,1,0,1,0,0,2.8,000385,CHA
2019,37,13,Joe Walters,Redwoods,Whipsnakes,M,1,0,0,0.00%,1,1,100.00%,100.00%,1,1,1,100%,0,0,0,0,2,0,0,0,0,0,0.00%,2.00,0,1,1,0,0,0,0,0,0,0,1,1,2.00,0,0,0.00%,1,1,100.00%,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.4,000321,CHA
2019,37,13,Tyler Warner,Whipsnakes,Redwoods,M,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,1,0,0,0,0,0,0,0,0,1,1,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,000361,ATL
2019,37,13,Garrett Epple,Redwoods,Whipsnakes,D,0,0,1,0.00%,0,0,0.00%,0.00%,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,1,0,0,1,0,1,0,0,0,0,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,000315,CHA
2019,37,13,Greg Gurenlian,Redwoods,Whipsnakes,FO,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,2,0,0,0,0,0,0.00%,0.00,0,1,0,0,0,0,0,0,0,0,1,1,2.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,000316,CHA
2019,37,13,Kyle Bernlohr,Whipsnakes,Redwoods,G,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,000353,ATL
2020,1,,Clarke Petterson,Redwoods,Whipsnakes,A,2,0,0,0.00%,2,6,33.33%,100.00%,6,1,5,20%,0,0,1,0,1,0,0,0,0,0,0.00%,0.17,0,0,5,0,1,2,0,0,0,3,0,3,0.00,2,6,33.33%,0,0,0.00%,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2.8,000369,CHA
2020,1,,Zed Williams,Whipsnakes,Redwoods,A,3,2,5,40.00%,1,4,25.00%,44.44%,9,1,5,20%,1,0,0,0,1,0,0,0,0,0,0.00%,0.11,0,0,3,4,2,0,4,0,0,1,3,4,0.33,2,8,25.00%,0,0,0.00%,1,1,0,1,0,0,0,0,1,2,0,1,4,0,0,1,2.8,000419,ATL
2020,1,,Joe Locascio,Whipsnakes,Redwoods,M,1,1,1,100.00%,0,1,0.00%,50.00%,2,1,2,50%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,1,1,0,0,0,0,0,1,1,2,3,0.00,1,2,50.00%,0,0,0.00%,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,000349,ATL
2020,1,,Garrett Epple,Redwoods,Whipsnakes,D,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,000315,CHA
2020,1,,Jay Carlson,Whipsnakes,Redwoods,A,1,0,0,0.00%,1,3,33.33%,100.00%,3,0,1,0%,0,1,0,0,2,0,0,0,0,0,0.00%,0.67,0,0,3,0,0,1,0,0,0,2,0,2,0.00,1,2,50.00%,0,0,0.00%,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1.2,000346,ATL
2020,1,,Eddy Glazener,Redwoods,Whipsnakes,D,0,0,1,0.00%,0,1,0.00%,50.00%,2,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,1,1,0,0,1,0,0,1,0,1,0.00,0,1,0.00%,0,1,0.00%,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.7,000314,CHA
2020,1,,John Haus,Whipsnakes,Redwoods,M,2,1,1,100.00%,1,2,50.00%,66.67%,3,2,3,67%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,3,0,0,1,0,1,0,0,3,3,0.00,1,2,50.00%,1,1,100.00%,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.6,000372,ATL
2020,1,,Brad Smith,Whipsnakes,Redwoods,A,1,1,3,33.33%,0,0,0.00%,0.00%,3,1,3,33%,0,0,0,1,1,1,0,0,0,0,100.00%,0.33,1,3,2,1,0,0,1,1,0,0,1,1,1.00,0,1,0.00%,1,2,50.00%,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0.9,000390,ATL
2020,1,,Joe Nardella,Whipsnakes,Redwoods,FO,2,1,1,100.00%,1,1,100.00%,50.00%,2,0,0,0%,2,0,0,0,1,0,0,0,0,0,0.00%,0.50,0,0,2,0,0,0,0,0,0,0,1,1,1.00,2,2,100.00%,0,0,0.00%,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0.7,000350,ATL
2020,1,,Ryder Garnsey,Redwoods,Whipsnakes,A,0,0,4,0.00%,0,2,0.00%,33.33%,6,0,4,0%,0,0,0,1,3,0,0,0,0,1,33.33%,0.50,0,0,2,3,0,2,3,1,1,3,0,3,0.00,0,2,0.00%,0,3,0.00%,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,1.9,000373,CHA
2020,1,,Matt Kavanagh,Redwoods,Whipsnakes,A,2,2,3,66.67%,0,1,0.00%,25.00%,4,2,4,50%,0,0,0,1,5,0,1,1,0,0,20.00%,1.25,1,1,2,1,0,0,1,0,1,2,1,3,5.00,0,0,0.00%,2,4,50.00%,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1.4,000327,CHA
2020,1,,Matthew Dunn,Whipsnakes,Redwoods,D,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,000355,ATL
2020,1,,Myles Jones,Redwoods,Whipsnakes,M,1,1,2,50.00%,0,0,0.00%,0.00%,2,1,2,50%,0,0,0,1,1,1,0,1,0,0,100.00%,0.50,0,0,1,1,0,0,1,0,0,0,4,4,0.25,1,1,100.00%,0,1,0.00%,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.3,000278,CHA
2020,1,,Mike Chanenchuk,Whipsnakes,Redwoods,M,0,0,3,0.00%,0,2,0.00%,40.00%,5,0,4,0%,0,0,0,0,3,0,0,0,0,0,0.00%,0.60,0,0,2,2,1,2,2,1,0,1,3,4,1.00,0,5,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1.5,000357,ATL
2020,1,,Sergio Perkovic,Redwoods,Whipsnakes,M,1,0,4,0.00%,1,2,50.00%,33.33%,6,1,5,20%,0,0,0,0,1,0,0,0,0,0,0.00%,0.17,0,0,3,2,0,1,2,0,1,3,1,4,1.00,1,4,25.00%,0,2,0.00%,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,2,1.3,000333,CHA
2020,1,,Matt Rambo,Whipsnakes,Redwoods,A,1,1,3,33.33%,0,0,0.00%,0.00%,3,0,2,0%,1,0,0,2,5,1,0,1,1,0,40.00%,1.67,0,0,1,2,0,0,2,0,0,0,3,3,1.67,0,0,0.00%,1,3,33.33%,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1.4,000354,ATL
2020,1,,Joe Walters,Redwoods,Whipsnakes,M,0,0,0,0.00%,0,2,0.00%,100.00%,2,0,2,0%,0,0,0,0,1,0,0,0,0,0,0.00%,0.50,0,1,2,0,0,2,0,1,0,1,1,2,1.00,0,0,0.00%,0,2,0.00%,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.7,000321,CHA
2020,1,,Max Tuttle,Whipsnakes,Redwoods,M,1,1,1,100.00%,0,2,0.00%,66.67%,3,1,1,100%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,1,2,0,0,2,0,0,0,0,0,0.00,1,3,33.33%,0,0,0.00%,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.8,000367,ATL
2020,1,,Michael Ehrhardt,Whipsnakes,Redwoods,LSM,0,0,0,0.00%,0,1,0.00%,100.00%,1,0,0,0%,0,0,0,2,3,0,0,0,2,0,66.67%,3.00,0,0,0,1,0,0,1,0,0,0,0,0,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,000356,ATL
2020,1,,Jake Bernhardt,Whipsnakes,Redwoods,M,0,0,0,0.00%,0,1,0.00%,100.00%,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,1,1,0,0,0,0,0,0,1,1,1,2,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4,000345,ATL
2020,1,,Kyle Harrison,Redwoods,Whipsnakes,#VALUE!,1,1,3,33.33%,0,0,0.00%,0.00%,3,1,3,33%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,1,2,1,0,1,1,1,0,0,0,0,0.00,1,2,50.00%,0,1,0.00%,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0.3,000324,CHA
2020,1,,Bryce Young,Whipsnakes,Redwoods,D,0,0,1,0.00%,0,0,0.00%,0.00%,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,1,0,0,1,0,0,0,0,0,0.00,0,0,0.00%,0,1,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,000337,ATL
2020,1,,Tj Comizio,Whipsnakes,Redwoods,M,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,1,0,0,0,0,0,0.00%,0.00,0,1,0,0,0,0,0,0,0,0,1,1,1.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,000407,ATL
2020,1,,Tim Muller,Whipsnakes,Redwoods,D,1,0,0,0.00%,1,1,100.00%,100.00%,1,0,0,0%,1,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0.00,1,1,100.00%,0,0,0.00%,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7,000359,ATL
2020,1,,Finn Sullivan,Redwoods,Whipsnakes,D,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,000417,CHA
2020,1,,Brent Adams,Redwoods,Whipsnakes,M,0,0,2,0.00%,0,0,0.00%,0.00%,2,0,2,0%,0,0,0,0,2,0,0,0,0,0,0.00%,1.00,0,1,1,1,0,1,1,1,0,0,0,0,0.00,0,1,0.00%,0,1,0.00%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2,000310,CHA
2020,1,,Patrick Harbeson,Redwoods,Whipsnakes,SSDM,0,0,1,0.00%,0,0,0.00%,0.00%,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,1,1,0,1,0.00,0,0,0.00%,0,1,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,000331,CHA
2020,2,,Jordan Wolf,Chrome,Chaos,A,3,3,8,37.50%,0,0,0.00%,0.00%,8,3,8,38%,0,0,0,1,6,1,0,1,0,0,16.67%,0.75,0,0,3,5,0,0,5,0,0,1,0,1,0.00,2,6,33.33%,1,2,50.00%,2,1,0,0,0,0,0,0,2,1,1,4,0,0,0,0,1.9,000296,WHP
2020,2,,Justin Guterding,Chrome,Chaos,A,2,0,1,0.00%,2,6,33.33%,85.71%,7,2,6,33%,0,0,0,1,4,1,0,1,0,0,25.00%,0.57,1,1,4,2,0,2,2,0,1,3,1,4,4.00,0,0,0.00%,2,7,28.57%,0,0,0,0,2,0,0,0,0,1,0,1,2,2,1,0,1.8,000298,WHP
2020,2,,Patrick Resch,Chaos,Chrome,M,1,0,0,0.00%,1,1,100.00%,100.00%,1,0,0,0%,1,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0.00,1,1,100.00%,0,0,0.00%,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,000279,ARC
